total_installed_users,day_1_retention_pct,day_2_retention_pct,day_3_retention_pct,day_4_retention_pct,day_5_retention_pct,day_6_retention_pct,day_7_retention_pct,day_8_retention_pct,day_9_retention_pct,day_10_retention_pct,day_11_retention_pct,day_12_retention_pct,day_13_retention_pct,day_14_retention_pct,day_15_retention_pct,day_16_retention_pct,day_17_retention_pct,day_18_retention_pct,day_19_retention_pct,day_20_retention_pct,day_1_active_users,day_7_active_users,day_14_active_users,day_20_active_users
21391,35.66,27.05,22.8,19.46,17.31,15.42,14.04,12.53,11.13,10.12,8.8,8.19,7.05,6.22,5.14,3.98,3.29,2.33,1.64,0.87,7629,3003,1331,187
